123709,熔岩槍杖手,①：此卡可以不用解放怪獸來通常召喚。\n②：此卡以①方法通常召喚的此卡，在結束階段時發動。此卡送入墓地。\n③：場上存在的此卡被破壞送入墓地時可以發動。選擇從我方除外的1體炎屬性怪獸加入手牌。
126218,惡魔的骰子,①：擲1個骰子。此回合，對方場上所有怪獸攻擊力‧守備力下降擲出點數×100。
128454,EM彈簧鵝,此卡名的①效果1回合僅能使用1次。\n①：我方的主要階段把墓地的此卡除外，從我方的靈擺區的「魔術師」或「EM」卡片以及我方場上的靈擺怪獸之中以2張為對象才能發動。那2張卡回到持有者手牌。
131182,奇蹟翻轉師,此卡於我方場上存在的場合，此卡不能召喚‧反轉召喚‧特殊召喚。\n①：此卡名的卡於場上表側表示存在，對方不能選擇其它表側表示的怪獸作為攻擊對象。\n②：此卡因戰鬥而破壞的場合發動，該戰鬥階段結束時，此卡特殊召喚至對方場上。\n③：此卡因魔法‧陷阱卡的效果破壞時發動。破壞對方場上1體怪獸。 
132308,六花的白姬,此卡名的①②效果1回合各僅能使用1次。\n①：我方主要階段才能發動。此卡從手牌特殊召喚。因此效果特殊召喚之此卡於怪獸區域表側表示存在，我方不是植物族怪獸不能特殊召喚。\n②：我方場上有「六花」怪獸存在，對方把怪獸效果發動時，讓手牌‧墓地的此卡回到牌組，把場上1體植物族怪獸解放才能發動。該發動效果無效。
135598,鑰匙鼠,①：此卡被戰鬥破壞送入墓地時可以發動。從我方牌組將1體等級3以下的獸族怪獸加入手牌。
146746,機關重聯　憤怒鉤肘,機械族怪獸二體\n此卡名的①②效果1回合僅能有1次使用其中任意1個。\n此卡不能作為連結素材。\n①：我方‧對方的主要階段，把我方的手牌‧場上1體怪獸送去墓地，以我方墓地1體機械族‧等級10怪獸為對象才能發動。那體怪獸守備表示特殊召喚。此效果特殊召喚的怪獸的效果無效化。\n②：此卡在墓地存在的場合，把我方的手牌‧場上1張卡送去墓地才能發動。此卡特殊召喚。
164710,小人的戲弄,①：發動此卡的回合，雙方手牌的怪獸等級下降1。\n②：把墓地的此卡除外才能發動。此回合，雙方手牌的怪獸等級下降1。
168917,大日錯合體,①：1回合1次，可以選擇當作裝備卡使用在我方場上存在1張冠有「大日」怪獸以表側守備表示特殊召喚。\n②：此卡以①方法特殊召喚的此卡，從場上離開的場合除外。
176392,核成‧實驗台,①：場上表側表示存在「核成」怪獸在結束階段破壞的場合，可以將此卡破壞來代替。\n②：場上表側表示存在「核成」怪獸在結束階段破壞時可以發動。在我方場上特殊召喚1體「核成衍生物」。（岩石族‧地‧等級4‧攻／守1800）
176393,核成衍生物,因「核成‧實驗台」的效果特殊召喚。
191749,英雄閃光,①：將我方墓地的「H－火熱之心」「E－緊急呼叫」「R－公平正義」「O－超越靈魂」除外才能發動。從牌組特殊召喚1體「E‧HERO」通常怪獸。此回合內我方場上所有「E‧HERO」通常怪獸可對對方進行直接攻擊。
197042,驅魔修女‧聖言連禱,此卡名的卡1回合僅能發動1張。\n①：我方場上怪獸只有「驅魔修女」怪獸的場合，支付800生命值，以對方場上‧墓地1張卡為對象才能發動。該卡除外。那之後，可以從以下效果選擇1個適用。\n●用我方場上怪獸把1體「驅魔修女」超量怪獸超量召喚。\n●此回合，我方是對怪獸超量召喚已成功的場合，選擇對方場上1張卡除外。
209710,滑動觸控王冠人,此卡名的①效果1回合僅能使用1次。\n①：我方場上有此卡以外的網域族怪獸2體以上，我方手牌是0張的場合，支付1000生命值才能發動。我方從牌組抽1張卡。
213326,E－緊急呼叫,①：從牌組將1體「E‧HERO」怪獸加入手牌。
218704,冰狼,此卡不能通常召喚。\n將我方墓地存在2體水屬性怪獸除外才能特殊召喚。\n①：此卡戰鬥破壞對方怪獸的場合發動。下1個對方的抽牌階段跳過。
220414,EM掉頭跑騎兵,①：我方戰鬥階段開始時才能發動。給此卡放置1個計數器（最多2個）。\n②：此卡得到此卡計數器數量的以下效果。\n●1個：1回合1次，對方怪獸的攻擊宣言時才能發動。該次攻擊無效。\n●2個：把此卡解放才能發動。直到發動後第2次的對方結束階段，場上的怪獸全部除外。
242146,破壞城壁的大槍,①：當裝備怪獸攻擊裡側守備的怪獸時發動。裝備怪獸的攻擊力上升1500。
255998,高速戰士,①：僅能在主要階段1發動。此回合此卡可以直接攻擊對方。發動此效果的回合，此卡以外的怪獸不能攻擊。
259314,甲蟲裝機的手甲,①：發動後此卡裝備在我方場上1體「甲蟲裝機」怪獸上，該怪獸守備力上升1000。裝備怪獸不會被對方的卡片效果破壞。 
263926,獨法師,我方場上有怪獸存在的場合，此卡不能召喚‧特殊召喚。\n①：此卡可以從手牌攻擊表示特殊召喚。\n②：此卡已在怪獸區域存在的狀態，我方場上有此卡以外的怪獸召喚‧反轉召喚‧特殊召喚的場合發動。此卡破壞。
269012,縛神塚,①：場上的等級10以上的怪獸不會成為卡片效果的對象，也不會被效果破壞。\n②：場上等級10以上的怪獸以戰鬥破壞怪獸送入墓地的場合發動。給予被破壞的怪獸的控制者1000傷害。\n③：場上的此卡被效果破壞送入墓地時才能發動。從牌組將1體神屬性怪獸加入手牌。
269510,天火的牢獄,①：場上的龍族怪獸的守備力上升300。\n②：雙方不能把連結標記數量比場上的連結怪獸少的連結怪獸連結召喚，連結怪獸以外的怪獸不能攻擊。\n③：場上有網域族連結怪獸2體以上存在的場合，適用以下效果。\n●網域族怪獸發動的效果無效化。\n●場上的網域族怪獸不能攻擊，不會成為攻擊‧效果對象。
276357,靈魂的圓環,此卡名的①②效果1回合僅能各使用1次。\n①：此卡在魔法陷阱區存在為限，我方場上表側表示的靈魂怪獸回到我方手牌的場合，\n可以選擇對方場上1張卡片為對象發動。那張卡破壞。\n②：對方怪獸的攻擊宣言時可以從我方墓地將1體靈魂怪獸除外發動。該攻擊無效，該戰鬥階段結束。
282886,水精鱗－邃淵象鼻魚兵,此卡名的①效果1回合僅能使用1次。\n①：此卡破壞對方怪獸送入墓地時，捨棄手牌1體水屬性怪獸到墓地才能發動。從牌組以表側守備表示特殊召喚1體「水精鱗」怪獸。\n
284224,双天將　密跡,「双天腳之鴻鵠」＋「双天」怪獸二體\n此卡名的③效果1回合僅能使用1次。\n①：此卡於怪獸區域存在，我方「双天」融合怪獸1回合各有1次不會被戰鬥破壞。\n②：1回合1次，我方主要階段才能發動。對方場上魔法‧陷阱卡全部回到原持有者手牌。\n③：我方場上有融合怪獸2體以上存在，對方場上怪獸效果發動時才能發動。該怪獸破壞。
286392,噴射戰士,「噴射同步者」＋協調以外的怪獸一體以上\n此卡名的①②效果1回合僅能各使用1次。\n①：此卡同步召喚成功的場合，以對方場上的1張卡為對象才能發動。那張卡回到持有者手牌。\n②：此卡在墓地存在的場合，解放我方場上1體等級2以下的怪獸才能發動。從墓地以表側守備表示特殊召喚此卡。此效果特殊召喚的此卡從場上離開的場合除外。 
291414,聚思龍,我方對「聚思龍」1回合僅能有1次特殊召喚。\n把此卡作為同步素材的場合，僅能用於「救世」怪獸的同步召喚。\n①：此卡的卡名在場上‧墓地存在當作「救世龍」使用。\n②：抽到此卡時，把此卡給對方觀看才能發動。此卡從手牌特殊召喚。我方場上有等級8以上龍族同步怪獸存在的場合，可以再從牌組把1體龍族‧等級1怪獸特殊召喚。
293542,TG　狼人,①：等級4以下的怪獸特殊召喚成功時才能發動。此卡從手牌特殊召喚。\n②：場上存在的此卡被破壞送入墓地的回合的結束階段時發動。從我方牌組將1體此卡名以外「TG」怪獸加入手牌。
295517,傳說之都　亞特蘭提斯,此卡名在規則上視為「海」。\n①：此卡於場地區域存在，場上的水屬性怪獸攻擊力與守備力上升200。\n②：手牌和場上的水屬性怪獸等級下降1級。
296499,一族之掟,①：發動時宣言1個種族。該種族的怪獸不得進行攻擊宣言。每次我方的準備階段時，如果不解放1體怪獸此卡破壞。 
303660,電腦增幅器,僅能裝備「人造人間－精神震懾者」。\n此卡的發動與效果不會被無效化。\n①：裝備怪獸的「雙方不能發動場上陷阱卡的效果，場上的陷阱卡效果無效化」效果當作「對方不能發動場上陷阱卡的效果，對方場上的陷阱卡效果無效化」適用。\n②：此卡從場上離開時裝備怪獸破壞。
313513,魔法的齒車,①：把我方場上3張表側表示「古代的機械」卡送去墓地才能發動。從手牌‧牌組把最多各1體「古代的機械巨人」無視召喚條件特殊召喚。那之後，我方場上有「古代的機械巨人」以外的怪獸存在的場合，那些怪獸全部破壞。此效果發動後，用我方回合計算的2回合內，我方不能通常召喚。
327051,絕火之祆現【魔煉】,此卡名的①②效果1回合各僅能使用1次。\n①：以我方墓地1體等級4以下「魔煉」怪獸為對象才能發動。該怪獸特殊召喚。\n②：我方魔法與陷阱區域「魔煉」卡被對方效果破壞的場合，可以作為代替把墓地的此卡除外。
336369,薰風松鼠,①：此卡被效果破壞送去墓地時才能發動。從牌組把1體等級5以上的「薰風」怪獸特殊召喚。
340002,EM槌子巨象,①：我方場上有2張以上「EM」卡片存在的場合，此卡可以不用解放來通常召喚。\n②：我方場上沒有其他的「EM」卡片存在的場合，此卡不能進行攻擊。\n③：此卡的攻擊宣言時才能發動。對方場上的魔法‧陷阱卡全部回到持有者手牌。
359563,入魔‧夢魘,闇屬性等級四怪獸二體\n①：對方把怪獸特殊召喚成功時，取除此卡1個超量素材才能發動。那些怪獸變成裡側守備表示。 
365213,光來的奇蹟,①：作為此卡發動時的效果處理，從手牌‧牌組選擇1體龍族‧等級1怪獸在牌組最上方放置。\n②：雙方不能讓場上「星塵龍」以及有該卡名記述的同步怪獸回到額外牌組。\n③：同步怪獸特殊召喚成功的場合才能發動。從以下效果選擇1個適用。此回合，我方「光來的奇蹟」的效果不能有相同效果適用。\n●我方從牌組抽1張卡。\n●從手牌把1體協調怪獸特殊召喚。
368382,汽動機‧腕龍,①：此卡於靈擺區域存在僅1次，可以把以我方場上此卡以外「汽動機」卡為對象發動的卡效果無效。那之後，此卡破壞。\n【怪獸效果】\n①：我方怪獸區域僅有此卡名以外怪獸存在或不存在怪獸，場上攻擊力最高的怪獸於對方場上存在，此卡可以從手牌特殊召喚。
373085,讚美火,此卡名的②效果1回合僅能使用1次。\n①：此卡召喚成功時才能發動。把對方場上的卡數量之卡從對方牌組最上方送去墓地。\n②：此卡特殊召喚成功的場合才能發動。把對方場上的卡數量之卡從我方牌組最上方送去墓地。
387282,我我我姊妹,此卡名的②效果1回合僅能使用1次。\n①：此卡召喚成功時可以發動，從牌組將「我我我」的魔法‧陷阱卡1張加入手牌。\n②：以此卡以外我方場上「我我我」怪獸1體為對象發動。選擇的怪獸與此卡，我方結束階段時之前變成各自等級合計後的等級。
402568,電氣長頸鹿,①：此卡可以直接攻擊對方。\n②：此卡直接攻擊給予對方生命值戰鬥傷害時發動，對方到回合結束階段為止不能發動魔法‧陷阱‧效果怪獸的效果。
403847,連合軍,①：我方場上每存在一體戰士族‧魔法使族怪獸，我方所有戰士族怪獸攻擊力上升200。
410904,憑依覺醒－嵐旋龍,此卡名的②③效果1回合各僅能使用1次。\n①：此卡可以把我方場上表側表示1體魔法使族怪獸和1體等級4以下風屬性怪獸送去墓地，從手牌‧牌組特殊召喚。\n②：此卡的①方法特殊召喚成功時才能發動。選擇對方場上1張卡回到原持有者手牌。\n③：此卡從場上送去墓地的場合才能發動。從牌組把1張「風靈術」卡或者「憑依」魔法‧陷阱卡加入手牌。
423585,召喚僧,①：此卡召喚‧反轉召喚成功的場合發動。此卡變為守備表示。\n②：此卡於怪獸區域存在，此卡不能被解放。\n③：1回合1次，從手牌捨棄1張魔法卡才能發動。從牌組特殊召喚1體等級4的怪獸。因此效果特殊召喚的怪獸在此回合不能攻擊。
423705,鐵騎士　基亞‧弗裡德,①：裝備卡裝備於此卡時發動。該裝備卡破壞。
425934,強欲哥布林,①：此卡在我方場上表側表示存在時，雙方不能發動「以捨棄手牌卡片為條件來發動」的效果。
440556,龍神鯊,水屬性等級四怪獸二體\n①：1回合1次，取除此卡的1個超量素材才能發動。從額外牌組特殊召喚1體水屬性‧階級3以下的超量怪獸。此回合，此卡不能進行攻擊宣言。
458748,法之聖典,此卡名的①效果1回合僅能使用1次。\n①：解放我方場上1體「召喚獸」怪獸才能發動。從額外牌組將1體原屬性和解放怪獸相異的「召喚獸」怪獸視為以融合召喚方式特殊召喚。
464362,魔玩具‧剪刀虎,「銳利魔‧剪刀」＋「絨毛獸」怪獸一體以上\n①：「魔玩具‧剪刀虎」在我方場上僅能表側表示存在1體。\n②：此卡融合召喚成功時，以場上此卡的融合素材怪獸的數量的卡片為對象才能發動。破壞那些卡。\n③：此卡在怪獸區存在，我方場上的「魔玩具」怪獸的攻擊力上升我方場上的「絨毛獸」怪獸以及「魔玩具」怪獸的數量×300。
473469,猛吹雪,①：因為對方控制的卡片效果，我方場上的陷阱卡破壞，送進墓地時發動。場上的1張魔陷破壞。
487395,凍水精靈,傳說是由古代南極大陸的永久凍土所蕴育出的凍水精靈。能夠滲透各種物質。
494922,超重荒神　須左之男－O,機械族協調＋協調以外的「超重武者」怪獸一體以上\n此卡在規則上視為「超重武者」。\n①：此卡可以用表側守備表示的狀態進行攻擊。那場合，把此卡的守備力當作攻擊力來進行傷害計算。\n②：1回合1次，我方的墓地沒有魔法‧陷阱卡存在的場合，以對方墓地的1張魔法‧陷阱卡為對象才能發動。那張卡覆蓋到我方場上。這個效果覆蓋的卡從場上離開時除外。此效果在對方回合也能發動。
525110,小小蕃茄,①：此卡被戰鬥破壞送入墓地時可以發動。從我方牌組將最多2體「小蕃茄」怪獸特殊召喚。此效果特殊召喚的怪獸在這個回合不能當作同步素材。 
545781,妖精龍　瑪哈瑪,①：我方或對方在對方回合受到戰鬥傷害時才能發動。此卡從手牌特殊召喚。那之後，從以下效果選1個適用。\n●我方生命值回復該戰鬥傷害之數值。\n●給予對方該戰鬥傷害之數值的效果傷害。
549481,穿山鼠,毛像硬皮一樣聚集在一起，守備力非常的高。
564541,民藝龍,①：上級召喚龍族怪獸的場合，此卡可以視為2體怪獸。\n②：我方的準備階段此卡在墓地存在，我方場上沒有怪獸存在的場合，可以攻擊表示特殊召喚此卡。此效果在我方墓地存在龍族以外的怪獸時不可發動。此效果特殊召喚的此卡離場時，除外。
572850,淚冠哀歌‧賽倫,此卡名的①②效果1回合各僅能使用1次。\n①：我方主要階段才能發動。此卡從手牌特殊召喚，從我方手牌選擇1體怪獸送去墓地。那之後，從我方牌組最上方把3張卡送去墓地。\n②：此卡被效果送去墓地的場合才能發動。融合怪獸卡所決定包含墓地之此卡的融合素材怪獸從我方手牌‧場上‧墓地用喜歡順序回到原持有者牌組最下方，把那1體融合怪獸從額外牌組融合召喚。
575512,PSY骨架迴路,①：我方場上有「PSY骨架」怪獸被特殊召喚的場合可以發動。僅以我方場上的「PSY骨架」怪獸作為同步素材進行同步召喚。\n②：我方的「PSY骨架」怪獸和對方怪獸進行戰鬥的傷害步驟開始時，可以捨棄手牌1體「PSY骨架」怪獸發動。到回合結束以前該進行戰鬥的我方怪獸的攻擊力上升為發動此效果捨棄的怪獸的攻擊力數值。　
581014,大薰風‧翠玉,等級四怪獸二體\n①：1回合1次，可以把此卡1個超量素材取除，從以下效果選擇1個發動。\n●以我方墓地3體怪獸為對象才能發動。那3體怪獸回到牌組並洗牌。那之後，我方從牌組抽1張卡。\n●以效果怪獸以外我方墓地1體怪獸為對象才能發動。該怪獸特殊召喚。
595626,安卡栗子球,此卡名的①②效果1回合各僅能使用1次。\n①：對方怪獸的攻擊宣言時把此卡從手牌捨棄，以此卡以外的我方怪獸或對方墓地1體怪獸為對象才能發動。該怪獸在我方場上特殊召喚。以此效果特殊召喚的怪獸在結束階段送去墓地。\n②：此卡被戰鬥‧效果破壞送去墓地的場合才能發動。此回合的結束階段，從我方牌組‧墓地選1張「死者蘇生」加入手牌。
596051,毒蛇之牙,①：以場上1體怪獸為對象才能發動。該怪獸的守備力直到回合結束前下降500。
598988,Sin　彩虹龍,此卡不能通常召喚。\n從手牌‧牌組把1體「究極寶玉神　彩虹龍」除外的場合才能特殊召喚。\n①：「Sin」怪獸在場上僅能有1體表側表示存在。\n②：此卡於怪獸區域存在，我方其他怪獸不能攻擊宣言。\n③：沒有場地魔法卡表側表示存在的場合，此卡破壞。
601193,彼岸的詩人　維吉爾,協調＋協調以外的怪獸一體以上\n此卡名的②效果1回合僅能使用1次。\n此卡名在我方場上僅能表側表示存在1體。\n①：1回合1次，捨棄手牌1張「彼岸」卡片，以對方場上或墓地的1張卡為對象才能發動。那張卡回到持有者牌組。\n②：場上的此卡被戰鬥‧效果破壞送入墓地的場合才能發動。從牌組抽1張卡。 
612115,劍鬥獸　戰網鬥士,①：此卡用「劍鬥獸」怪獸的效果特殊召喚成功時，以對方墓地1張卡為對象才能發動。該卡除外。\n②：此卡進行戰鬥的戰鬥階段結束時讓此卡回到持有者牌組才能發動。從牌組把此卡名以外1體「劍鬥獸」怪獸特殊召喚。
637216,怪獸快車,此卡名的①效果1回合僅能使用1次。\n①：可以以我方場上1體表側表示怪獸為對象發動。從我方的額外牌組把1體和那體表側表示怪獸相同種族的怪獸送去墓地，此效果發動後，直到回合結束時我方不是原種族和此效果送去墓地的那體怪獸相同的怪獸不能特殊召喚。
645087,電子網域零件,此卡名的②效果1回合僅能使用1次。\n①：此卡召喚成功時，以我方墓地1體等級2以下的怪獸為對象才能發動。該怪獸守備表示特殊召喚。因此效果特殊召喚的怪獸效果無效化。\n②：此卡從場上送去墓地的場合才能發動。在我方場上把1體「工具零件衍生物」特殊召喚。（網域族‧光‧等級2‧攻／守0）
645088,工具零件衍生物,由「電子網域零件」的效果特殊召喚。
645794,威風妖怪‧蛤蟆,【怪獸效果】\n此卡名的①怪獸效果1回合僅能使用1次。\n①：此卡召喚‧特殊召喚成功的場合才能發動。從牌組把1張「威風妖怪」魔法‧陷阱卡覆蓋到我方場上。因此效果覆蓋的卡在此回合不能發動。\n②：此卡不會成為對方的效果對象，不會被對方的效果破壞。
652362,菊石外星人,①：此卡召喚成功時可以發動。將我方墓地1體等級4以下「外星人」怪獸特殊召喚。此效果特殊召喚的怪獸在結束階段破壞。
653675,同步超限頂點,此卡名的①②效果1回合各僅能使用1次。\n①：以我方墓地任意數量等級7‧8的龍族同步怪獸為對象才能發動。那些怪獸以守備表示特殊召喚。因此效果特殊召喚的怪獸變成等級1，效果無效化。此回合，我方不是同步怪獸不能從額外牌組特殊召喚。\n②：我方的同步怪獸被戰鬥破壞時，把墓地的此卡除外才能發動。從額外牌組將1體「赤之龍」特殊召喚。
674561,黑暗爆裂,①：以我方墓地1體攻擊力1500以下的闇屬性怪獸為對象才能發動。該闇屬性怪獸加入手牌。
675319,十二陣Ｓ【生肖】,①：我方場上所有「十二獸」怪獸的攻擊力‧守備力上升300。\n②：此卡於場地區域存在，對方不能選擇我方場上攻擊力最高的獸戰士族怪獸以外獸戰士族怪獸作為攻擊對象。\n③：1回合1次，我方場上「十二獸」怪獸被效果破壞的場合，可以作為代替把我方手牌‧場上1體怪獸破壞。
691925,太陽能轉換【變身】,①：從手牌捨棄1張「光之領主」怪獸才能發動。從我方牌組抽2張牌，我方牌組上方2張卡送去墓地。
698785,雷霆終結龍,等級八通常怪獸二體\n①：1回合1次，取除此卡1個超量素材才能發動。此卡以外場上存在的怪獸全部破壞。\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n「請勿盜用測試字樣」
703897,自奏天琴的高潮,此卡名的①②效果1回合僅能有1次使用其中任意1個。\n①：我方場上有「自奏天琴」連結怪獸存在，怪獸的效果‧魔法‧陷阱卡發動時才能發動。該發動無效並除外。\n②：把墓地的此卡除外才能發動。從牌組的怪獸以及除外的我方怪獸之中選擇1體機械族‧闇屬性怪獸加入手牌。此效果發動的回合，我方不是機械族‧闇屬性怪獸不能特殊召喚。
706925,海皇的狙擊兵,①：此卡給予對方戰鬥傷害時可以發動，從牌組特殊召喚1體「海皇的狙擊兵」以外「海皇」等級4以下的海龍族怪獸。\n②：此卡為了發動水屬性怪獸的效果而送入墓地時發動，選擇對方場上覆蓋的1張卡破壞。
712559,亞馬遜之里,①：此卡在場地區存在為限，場上表側表示存在的「亞馬遜」怪獸的攻擊力上升200。\n②：1回合1次，「亞馬遜」怪獸由於戰鬥或卡片效果被破壞送入墓地時可以發動，將「亞馬遜」怪獸原等級以下1體「亞馬遜」怪獸從我方牌組特殊召喚。
720147,王的憤激【王戰】,此卡名的卡1回合僅能發動1張。\n①：把我方場上的「王戰」怪獸任意數量解放，以我方場上1體超量怪獸為對象才能發動。從我方的手牌‧場上‧墓地選解放數量的解放的怪獸以外的「王戰」怪獸在作為對象的怪獸下面重疊作為超量素材。
732302,骷髏的寺院,全部由骷髏和骨頭建立而成的寺院。會吸收接近之人的靈魂。
734741,彼岸的惡鬼　路比岡德,此卡作為同步素材的場合，僅能同步召喚「彼岸」同步怪獸。\n此卡名的②效果方法特殊召喚1回合僅能1次。\n①：我方場上有「彼岸」怪獸以外怪獸存在的場合，此卡破壞。\n②：我方場上沒有魔法‧陷阱卡的場合才能發動。此卡從手牌特殊召喚。
739444,彈鼓龍,龍族‧闇屬性怪獸三體\n此卡名的①效果1回合僅能使用1次。\n①：此卡特殊召喚成功的場合才能發動。我方從牌組抽1張卡。\n②：此卡的①效果適用的回合，只要此卡在怪獸區域存在，作為此卡所連結區沒有使用的怪獸區域不能使用。
744887,虛之王　烏特加德【王戰】,此卡名的②效果1回合僅能使用1次。\n①：「虛之王　烏特加德」在我方場上僅能有1體表側表示存在。\n②：把我方場上「王戰」怪獸或者岩石族怪獸合計2體解放，以場上1張卡為對象才能發動。該卡除外。此效果在對方回合也能發動。
756652,多隆,分身夾擊的怪獸，要小心！
759393,火靈使　希塔,①：此卡反轉的場合，以對方場上1體炎屬性怪獸為對象發動。此卡表側表示存在期間，得到該怪獸的控制權。
